VendorID	tpep_pickup_datetime	tpep_dropoff_datetime	passenger_count	trip_distance	RatecodeID	store_and_fwd_flag	PULocationID	DOLocationID	payment_type	fare_amount	extra	mta_tax	tip_amount	tolls_amount	improvement_surcharge	total_amount
1	2018-01-01 00:15:37	2018-01-01 00:49:27	1	2.3	1	N	48	249	1	20.0	0.5	0.5	4.25	0.0	0.3	25.55
2	2018-01-01 00:15:37	2018-01-01 00:34:31	1	4.11	1	N	151	244	1	17.0	0.5	0.5	4.58	0.0	0.3	22.88
2	2018-01-01 00:15:37	2018-01-01 00:29:20	1	1.77	1	N	68	90	2	10.0	0.5	0.5	0.0	0.0	0.3	11.3
1	2018-01-01 00:15:37	2018-01-01 00:18:01	2	0.5	1	N	263	263	1	4.0	0.5	0.5	1.05	0.0	0.3	6.35
2	2018-01-01 00:15:37	2018-01-01 00:18:52	6	0.47	1	N	107	137	2	4.5	0.5	0.5	0.0	0.0	0.3	5.8
1	2018-01-01 00:15:38	2018-01-01 00:20:03	1	0.7	1	N	249	211	1	5.0	0.5	0.5	1.25	0.0	0.3	7.55
2	2018-01-01 00:15:39	2018-01-01 00:54:10	2	4.56	1	N	237	113	2	24.5	0.5	0.5	0.0	0.0	0.3	25.8
1	2018-01-01 00:15:39	2018-01-01 00:20:18	1	0.8	1	N	43	140	1	5.5	0.5	0.5	1.35	0.0	0.3	8.15
1	2018-01-01 00:15:39	2018-01-01 00:40:52	1	3.8	1	N	114	141	1	17.5	0.5	0.5	5.6	0.0	0.3	24.4
1	2018-01-01 00:15:40	2018-01-01 00:52:49	2	3.8	1	N	142	186	1	23.5	0.5	0.5	5.0	0.0	0.3	29.8
1	2018-01-01 00:15:40	2018-01-01 00:29:41	1	3.5	1	N	237	166	1	13.5	0.5	0.5	2.95	0.0	0.3	17.75
1	2018-01-01 00:15:40	2018-01-01 00:48:16	1	2.2	1	N	142	170	3	20.0	0.5	0.5	0.0	0.0	0.3	21.3
1	2018-01-01 00:15:40	2018-01-01 00:21:15	1	0.9	1	N	140	229	1	6.0	0.5	0.5	1.45	0.0	0.3	8.75
2	2018-01-01 00:15:40	2018-01-01 00:31:01	5	1.53	1	N	186	224	1	10.5	0.5	0.5	2.36	0.0	0.3	14.16
2	2018-01-01 00:15:40	2018-01-01 00:50:19	1	2.6	1	N	158	137	2	20.5	0.5	0.5	0.0	0.0	0.3	21.8
1	2018-01-01 00:15:40	2018-01-01 00:22:57	0	3.9	1	N	263	69	2	12.5	0.5	0.5	0.0	0.0	0.3	13.8
2	2018-01-01 00:15:41	2018-01-01 00:26:00	1	2.65	1	N	170	236	2	10.5	0.5	0.5	0.0	0.0	0.3	11.8
1	2018-01-01 00:15:42	2018-01-01 00:27:40	1	1.7	1	N	137	148	1	9.5	0.5	0.5	3.0	0.0	0.3	13.8
2	2018-01-01 00:15:42	2018-01-01 00:37:19	6	3.23	1	N	161	144	2	15.0	0.5	0.5	0.0	0.0	0.3	16.3
2	2018-01-01 00:15:42	2018-01-01 00:21:38	5	1.22	1	N	236	75	2	6.0	0.5	0.5	0.0	0.0	0.3	7.3
1	2018-01-01 00:15:42	2018-01-01 00:24:52	1	4.4	1	N	152	127	2	14.5	0.5	0.5	0.0	0.0	0.3	15.8
1	2018-01-01 00:15:43	2018-01-01 00:42:08	1	7.8	1	N	264	188	1	26.5	0.5	0.5	3.0	0.0	0.3	30.8
2	2018-01-01 00:15:43	2018-01-01 00:21:57	6	1.12	1	N	90	114	1	6.0	0.5	0.5	1.46	0.0	0.3	8.76
1	2018-01-01 00:15:43	2018-01-01 00:40:51	1	5.7	1	N	238	79	1	21.5	0.5	0.5	4.0	0.0	0.3	26.8
2	2018-01-01 00:15:43	2018-01-01 00:36:14	2	1.79	1	N	234	163	1	13.0	0.5	0.5	3.0	0.0	0.3	17.3
2	2018-01-01 00:15:43	2018-01-01 00:25:12	1	1.6	1	N	142	238	1	8.5	0.5	0.5	1.5	0.0	0.3	11.3
2	2018-01-01 00:15:43	2018-01-01 00:18:34	1	0.38	1	N	100	186	1	4.0	0.5	0.5	1.59	0.0	0.3	6.89
1	2018-01-01 00:15:43	2018-01-01 00:33:12	2	3.0	1	N	107	141	1	13.5	0.5	0.5	2.95	0.0	0.3	17.75
2	2018-01-01 00:15:44	2018-01-01 00:20:50	1	1.0	1	N	142	239	1	6.0	0.5	0.5	2.19	0.0	0.3	9.49
2	2018-01-01 00:15:44	2018-01-01 00:21:13	1	0.97	1	N	90	114	1	5.5	0.5	0.5	1.36	0.0	0.3	8.16
2	2018-01-01 00:15:45	2018-01-01 00:39:26	1	1.26	1	N	90	170	1	14.5	0.5	0.5	5.0	0.0	0.3	20.8
1	2018-01-01 00:15:45	2018-01-01 00:20:26	2	1.1	1	N	50	142	2	6.0	0.5	0.5	0.0	0.0	0.3	7.3
2	2018-01-01 00:15:45	2018-01-01 00:45:55	2	7.17	1	N	231	236	1	26.5	0.5	0.5	5.56	0.0	0.3	33.36
2	2018-01-01 00:15:45	2018-01-01 00:30:43	2	4.35	1	N	140	179	1	15.5	0.5	0.5	3.36	0.0	0.3	20.16
2	2018-01-01 00:15:45	2018-01-01 00:34:47	1	2.56	1	N	68	148	1	12.5	0.5	0.5	2.76	0.0	0.3	16.56
2	2018-01-01 00:15:45	2018-01-01 00:29:31	1	3.06	1	N	246	142	1	13.0	0.5	0.5	4.29	0.0	0.3	18.59
1	2018-01-01 00:15:46	2018-01-01 00:18:19	1	0.3	1	N	263	236	1	3.5	0.5	0.5	1.4	0.0	0.3	6.2
2	2018-01-01 00:15:46	2018-01-01 00:21:52	3	0.96	1	N	43	143	2	6.0	0.5	0.5	0.0	0.0	0.3	7.3
2	2018-01-01 00:15:46	2018-01-01 00:20:54	1	0.77	1	N	237	161	2	5.5	0.5	0.5	0.0	0.0	0.3	6.8
2	2018-01-01 00:15:46	2018-01-01 00:19:58	1	0.97	1	N	262	236	2	5.5	0.5	0.5	0.0	0.0	0.3	6.8
2	2018-01-01 00:15:46	2018-01-01 00:30:48	1	2.36	1	N	68	231	1	11.5	0.5	0.5	3.2	0.0	0.3	16.0
2	2018-01-01 00:15:46	2018-01-01 00:39:53	1	4.21	1	N	249	141	1	17.5	0.5	0.5	3.76	0.0	0.3	22.56
2	2018-01-01 00:15:46	2018-01-01 00:28:49	1	4.58	1	N	148	140	2	15.5	0.5	0.5	0.0	0.0	0.3	16.8
2	2018-01-01 00:15:46	2018-01-01 00:40:16	1	2.96	1	N	48	141	2	16.5	0.5	0.5	0.0	0.0	0.3	17.8
2	2018-01-01 00:15:46	2018-01-01 00:38:23	5	5.08	1	N	142	244	1	19.0	0.5	0.5	5.08	0.0	0.3	25.38
1	2018-01-01 00:15:47	2018-01-01 00:28:59	1	2.8	1	N	263	24	1	12.0	0.5	0.5	2.65	0.0	0.3	15.95
2	2018-01-01 00:15:47	2018-01-01 00:18:05	2	0.69	1	N	74	74	2	4.0	0.5	0.5	0.0	0.0	0.3	5.3
2	2018-01-01 00:15:47	2018-01-01 00:27:46	1	1.43	1	N	249	4	1	9.0	0.5	0.5	2.58	0.0	0.3	12.88
2	2018-01-01 00:15:47	2018-01-01 00:28:51	2	4.16	1	N	247	263	2	14.0	0.5	0.5	0.0	0.0	0.3	15.3
2	2018-01-01 00:15:47	2018-01-01 00:26:52	1	1.66	1	N	79	170	1	9.0	0.5	0.5	2.06	0.0	0.3	12.36
2	2018-01-01 00:15:47	2018-01-01 00:24:36	1	1.89	1	N	43	142	1	8.5	0.5	0.5	1.96	0.0	0.3	11.76
1	2018-01-01 00:15:47	2018-01-01 00:27:26	2	1.1	1	N	114	79	1	8.5	0.5	0.5	1.95	0.0	0.3	11.75
2	2018-01-01 00:15:48	2018-01-01 00:25:36	1	2.33	1	N	144	90	1	9.5	0.5	0.5	2.16	0.0	0.3	12.96
2	2018-01-01 00:15:48	2018-01-01 00:35:14	2	4.6	1	N	79	262	2	17.0	0.5	0.5	0.0	0.0	0.3	18.3
2	2018-01-01 00:15:48	2018-01-01 00:56:29	1	7.49	1	N	158	144	2	31.0	0.5	0.5	0.0	0.0	0.3	32.3
2	2018-01-01 00:15:48	2018-01-01 00:22:43	1	1.55	1	N	264	264	2	7.0	0.5	0.5	0.0	0.0	0.3	8.3
2	2018-01-01 00:15:48	2018-01-01 00:24:46	1	5.25	1	N	238	243	1	16.0	0.5	0.5	3.46	0.0	0.3	20.76
2	2018-01-01 00:15:49	2018-01-01 00:33:16	2	1.18	1	N	246	164	1	11.5	0.5	0.5	3.2	0.0	0.3	16.0
2	2018-01-01 00:15:49	2018-01-01 00:54:14	1	3.57	1	N	142	164	2	23.5	0.5	0.5	0.0	0.0	0.3	24.8
2	2018-01-01 00:15:49	2018-01-01 00:29:19	1	3.41	1	N	263	137	1	12.5	0.5	0.5	3.45	0.0	0.3	17.25
1	2018-01-01 00:15:50	2018-01-01 00:31:27	1	2.3	1	N	142	229	2	12.0	0.5	0.5	0.0	0.0	0.3	13.3
1	2018-01-01 00:15:50	2018-01-01 01:08:26	1	3.8	1	N	161	224	1	30.0	0.5	0.5	9.35	0.0	0.3	40.65
1	2018-01-01 00:15:50	2018-01-01 00:38:45	3	2.8	1	N	161	143	2	16.0	0.5	0.5	0.0	0.0	0.3	17.3
2	2018-01-01 00:15:50	2018-01-01 00:28:30	1	2.29	1	N	239	162	1	11.0	0.5	0.5	2.46	0.0	0.3	14.76
2	2018-01-01 00:15:50	2018-01-01 00:15:55	2	0.01	5	N	186	186	1	155.0	0.0	0.5	0.0	0.0	0.3	155.8
1	2018-01-01 00:15:51	2018-01-01 00:26:28	1	2.1	1	N	166	244	1	9.5	0.5	0.5	2.15	0.0	0.3	12.95
2	2018-01-01 00:15:51	2018-01-01 00:32:09	5	9.54	1	N	224	243	2	27.0	0.5	0.5	0.0	0.0	0.3	28.3
1	2018-01-01 00:15:52	2018-01-01 00:19:02	1	0.6	1	N	264	264	1	4.5	0.5	0.5	1.15	0.0	0.3	6.95
1	2018-01-01 00:15:52	2018-01-01 00:28:12	1	2.0	1	N	79	148	2	10.5	0.5	0.5	0.0	0.0	0.3	11.8
2	2018-01-01 00:15:52	2018-01-01 00:19:38	1	0.67	1	N	249	125	2	5.0	0.5	0.5	0.0	0.0	0.3	6.3
1	2018-01-01 00:15:52	2018-01-01 00:18:56	1	0.3	1	N	141	237	2	4.0	0.5	0.5	0.0	0.0	0.3	5.3
1	2018-01-01 00:15:53	2018-01-01 00:23:17	1	0.7	1	N	161	229	2	6.5	0.5	0.5	0.0	0.0	0.3	7.8
2	2018-01-01 00:15:53	2018-01-01 00:21:02	1	0.79	1	N	163	162	2	5.5	0.5	0.5	0.0	0.0	0.3	6.8
2	2018-01-01 00:15:53	2018-01-01 00:40:05	1	3.19	1	N	43	186	1	17.0	0.5	0.5	3.66	0.0	0.3	21.96
1	2018-01-01 00:15:54	2018-01-01 00:37:39	1	4.9	1	N	158	263	2	18.0	0.5	0.5	0.0	0.0	0.3	19.3
2	2018-01-01 00:15:54	2018-01-01 00:20:24	5	0.67	1	N	246	68	1	5.0	0.5	0.5	1.26	0.0	0.3	7.56
2	2018-01-01 00:15:54	2018-01-01 00:43:29	1	6.86	1	N	50	256	1	24.5	0.5	0.5	5.16	0.0	0.3	30.96
2	2018-01-01 00:15:54	2018-01-01 00:20:14	1	0.82	1	N	79	148	1	5.0	0.5	0.5	1.89	0.0	0.3	8.19
1	2018-01-01 00:15:54	2018-01-01 00:21:14	2	0.8	1	N	249	158	1	5.5	0.5	0.5	1.35	0.0	0.3	8.15
2	2018-01-01 00:15:55	2018-01-01 00:33:40	5	1.73	1	N	113	170	2	12.0	0.5	0.5	0.0	0.0	0.3	13.3
2	2018-01-01 00:15:56	2018-01-01 00:33:18	1	2.38	1	N	48	163	1	12.5	0.5	0.5	2.76	0.0	0.3	16.56
2	2018-01-01 00:15:56	2018-01-01 00:24:37	3	3.28	1	N	50	151	1	11.5	0.5	0.5	3.2	0.0	0.3	16.0
2	2018-01-01 00:15:56	2018-01-01 00:19:30	1	0.88	1	N	238	239	1	5.0	0.5	0.5	1.26	0.0	0.3	7.56
2	2018-01-01 00:15:56	2018-01-01 00:30:22	6	3.71	1	N	166	48	2	13.5	0.5	0.5	0.0	0.0	0.3	14.8
1	2018-01-01 00:15:56	2018-01-01 00:55:48	2	13.3	1	N	132	188	2	41.0	0.5	0.5	0.0	0.0	0.3	42.3
1	2018-01-01 00:15:56	2018-01-01 00:28:06	2	1.1	1	N	107	186	1	9.0	0.5	0.5	2.7	0.0	0.3	13.0
1	2018-01-01 00:15:56	2018-01-01 00:36:12	2	1.9	1	N	170	90	2	13.5	0.5	0.5	0.0	0.0	0.3	14.8
2	2018-01-01 00:15:57	2018-01-01 00:38:55	1	3.2	1	N	229	68	1	16.0	0.5	0.5	2.6	0.0	0.3	19.9
2	2018-01-01 00:15:57	2018-01-01 00:32:09	1	4.01	1	N	170	75	2	16.0	0.5	0.5	0.0	0.0	0.3	17.3
2	2018-01-01 00:15:58	2018-01-01 00:20:51	1	0.0	1	N	43	75	2	4.5	0.5	0.5	0.0	0.0	0.3	5.8
2	2018-01-01 00:15:58	2018-01-01 00:24:20	1	1.23	1	N	232	4	2	7.0	0.5	0.5	0.0	0.0	0.3	8.3
1	2018-01-01 00:15:58	2018-01-01 00:34:07	1	3.6	1	N	152	159	2	15.5	0.5	0.5	0.0	0.0	0.3	16.8
1	2018-01-01 00:15:58	2018-01-01 00:20:57	1	0.6	1	N	43	239	1	5.0	0.5	0.5	1.85	0.0	0.3	8.15
1	2018-01-01 00:15:59	2018-01-01 00:21:18	1	0.6	1	N	170	107	1	5.5	0.5	0.5	1.35	0.0	0.3	8.15
1	2018-01-01 00:15:59	2018-01-01 00:33:29	1	4.0	1	N	80	49	2	16.0	0.5	0.5	0.0	0.0	0.3	17.3
1	2018-01-01 00:16:00	2018-01-01 00:25:34	1	2.5	1	N	158	50	1	10.0	0.5	0.5	2.8	0.0	0.3	14.1
2	2018-01-01 00:16:00	2018-01-01 00:24:11	2	0.94	1	N	48	50	1	7.0	0.5	0.5	2.08	0.0	0.3	10.38
2	2018-01-01 00:16:00	2018-01-01 00:25:47	1	0.79	1	N	249	249	2	7.5	0.5	0.5	0.0	0.0	0.3	8.8
2	2018-01-01 00:16:00	2018-01-01 00:23:02	1	1.15	1	N	161	237	2	6.5	0.5	0.5	0.0	0.0	0.3	7.8
1	2018-01-01 00:16:01	2018-01-01 00:34:11	1	2.0	1	N	48	107	1	12.5	0.5	0.5	4.1	0.0	0.3	17.9
2	2018-01-01 00:16:01	2018-01-01 00:17:14	1	0.02	5	N	41	41	1	14.0	0.0	0.0	2.86	0.0	0.3	17.16
1	2018-01-01 00:16:01	2018-01-01 00:21:57	2	0.7	1	N	148	114	1	6.0	0.5	0.5	1.45	0.0	0.3	8.75
1	2018-01-01 00:16:01	2018-01-01 00:20:01	1	1.2	1	N	141	229	1	5.5	0.5	0.5	1.35	0.0	0.3	8.15
1	2018-01-01 00:16:01	2018-01-01 00:29:55	3	2.6	1	N	142	263	2	12.0	0.5	0.5	0.0	0.0	0.3	13.3
2	2018-01-01 00:16:01	2018-01-01 00:27:17	2	2.36	1	N	263	151	1	10.5	0.5	0.5	2.36	0.0	0.3	14.16
1	2018-01-01 00:16:01	2018-01-01 00:41:05	2	4.5	1	N	79	61	1	20.0	0.5	0.5	5.3	0.0	0.3	26.6
2	2018-01-01 00:16:02	2018-01-01 00:39:12	1	5.63	1	N	37	148	2	20.0	0.5	0.5	0.0	0.0	0.3	21.3
2	2018-01-01 00:16:02	2018-01-01 00:33:05	3	3.42	1	N	239	170	1	14.0	0.5	0.5	3.06	0.0	0.3	18.36
2	2018-01-01 00:16:02	2018-01-01 00:32:14	1	2.07	1	N	68	148	1	12.0	0.5	0.5	3.99	0.0	0.3	17.29
2	2018-01-01 00:16:02	2018-01-01 00:31:09	1	2.88	1	N	90	229	2	12.0	0.5	0.5	0.0	0.0	0.3	13.3
1	2018-01-01 00:16:02	2018-01-01 00:50:46	1	5.7	1	N	255	229	1	24.5	0.5	0.5	7.7	0.0	0.3	33.5
1	2018-01-01 00:16:02	2018-01-01 00:29:28	1	1.5	1	N	162	164	2	10.0	0.5	0.5	0.0	0.0	0.3	11.3
1	2018-01-01 00:16:02	2018-01-01 01:01:56	1	3.9	1	N	148	48	1	28.0	0.5	0.5	4.0	0.0	0.3	33.3
1	2018-01-01 00:16:03	2018-01-01 00:18:57	1	0.7	1	N	238	238	1	4.5	0.5	0.5	1.16	0.0	0.3	6.96
2	2018-01-01 00:16:03	2018-01-01 00:20:03	1	1.0	1	N	229	140	1	5.5	0.5	0.5	0.0	0.0	0.3	6.8
1	2018-01-01 00:16:03	2018-01-01 00:16:45	2	0.0	5	N	161	161	1	20.0	0.0	0.0	4.05	0.0	0.3	24.35
1	2018-01-01 00:16:03	2018-01-01 00:28:26	1	4.5	1	N	168	213	2	15.0	0.5	0.5	0.0	0.0	0.3	16.3
2	2018-01-01 00:16:03	2018-01-01 00:30:22	1	1.37	1	N	68	164	2	10.5	0.5	0.5	0.0	0.0	0.3	11.8
2	2018-01-01 00:16:04	2018-01-01 00:19:10	2	0.64	1	N	142	239	1	4.5	0.5	0.5	5.0	0.0	0.3	10.8
2	2018-01-01 00:16:04	2018-01-01 00:34:15	1	5.42	1	N	114	263	1	18.5	0.5	0.5	3.56	0.0	0.3	23.36
1	2018-01-01 00:16:04	2018-01-01 00:19:26	1	0.3	1	N	244	244	2	4.0	0.5	0.5	0.0	0.0	0.3	5.3
1	2018-01-01 00:16:04	2018-01-01 00:20:00	1	1.2	1	N	264	264	1	6.0	0.5	0.5	1.0	0.0	0.3	8.3
2	2018-01-01 00:16:05	2018-01-01 00:33:26	2	1.87	1	N	249	186	1	12.5	0.5	0.5	2.76	0.0	0.3	16.56
1	2018-01-01 00:16:05	2018-01-01 00:32:15	0	2.3	1	N	142	237	1	12.0	0.5	0.5	2.0	0.0	0.3	15.3
2	2018-01-01 00:16:05	2018-01-01 00:40:09	1	2.69	1	N	48	161	2	15.5	0.5	0.5	0.0	0.0	0.3	16.8
2	2018-01-01 00:16:05	2018-01-01 00:37:06	1	2.87	1	N	249	170	2	14.5	0.5	0.5	0.0	0.0	0.3	15.8
2	2018-01-01 00:16:05	2018-01-01 00:29:47	2	1.24	1	N	237	237	1	10.0	0.5	0.5	2.26	0.0	0.3	18.51
1	2018-01-01 00:16:05	2018-01-01 00:33:38	1	8.9	1	N	256	133	2	27.0	0.5	0.5	0.0	0.0	0.3	28.3
1	2018-01-01 00:16:05	2018-01-01 00:37:57	1	8.7	1	N	249	244	1	26.5	0.5	0.5	8.3	0.0	0.3	36.1
2	2018-01-01 00:16:06	2018-01-01 00:24:31	1	0.61	1	N	234	107	1	6.5	0.5	0.5	1.56	0.0	0.3	9.36
2	2018-01-01 00:16:06	2018-01-01 00:29:33	4	3.62	1	N	137	262	1	13.0	0.5	0.5	3.58	0.0	0.3	17.88
2	2018-01-01 00:16:06	2018-01-01 00:21:50	5	1.14	1	N	239	238	1	6.0	0.5	0.5	1.46	0.0	0.3	8.76
1	2018-01-01 00:16:07	2018-01-01 00:31:18	1	3.2	1	N	148	25	1	14.0	0.5	0.5	3.05	0.0	0.3	18.35
2	2018-01-01 00:16:07	2018-01-01 00:40:44	1	3.61	1	N	50	162	1	17.5	0.5	0.5	4.7	0.0	0.3	23.5
2	2018-01-01 00:16:07	2018-01-01 00:59:28	1	14.15	1	N	90	121	1	44.0	0.5	0.5	2.5	0.0	0.3	47.8
1	2018-01-01 00:16:07	2018-01-01 00:23:34	1	1.1	1	N	114	148	1	7.0	0.5	0.5	2.45	0.0	0.3	10.75
2	2018-01-01 00:16:08	2018-01-01 00:24:22	1	1.54	1	N	141	236	1	7.5	0.5	0.5	1.76	0.0	0.3	10.56
1	2018-01-01 00:16:08	2018-01-01 00:27:06	3	2.0	1	N	43	24	1	10.0	0.5	0.5	2.25	0.0	0.3	13.55
2	2018-01-01 00:16:08	2018-01-01 00:25:10	1	0.98	1	N	107	164	1	7.5	0.5	0.5	2.2	0.0	0.3	11.0
1	2018-01-01 00:16:08	2018-01-01 00:35:03	1	2.8	1	N	264	48	1	14.0	0.5	0.5	2.7	0.0	0.3	18.0
2	2018-01-01 00:16:08	2018-01-01 00:43:41	2	2.06	1	N	107	68	1	17.0	0.5	0.5	3.66	0.0	0.3	21.96
1	2018-01-01 00:16:09	2018-01-01 00:31:30	3	3.1	1	N	43	42	1	13.5	0.5	0.5	2.95	0.0	0.3	17.75
1	2018-01-01 00:16:09	2018-01-01 00:24:38	3	1.5	1	N	238	151	2	8.0	0.5	0.5	0.0	0.0	0.3	9.3
2	2018-01-01 00:16:09	2018-01-01 00:22:18	5	1.1	1	N	249	231	1	6.5	0.5	0.5	1.56	0.0	0.3	9.36
1	2018-01-01 00:16:09	2018-01-01 00:20:50	1	0.4	1	N	234	107	1	4.5	0.5	0.5	1.15	0.0	0.3	6.95
1	2018-01-01 00:16:09	2018-01-01 00:28:14	3	2.8	1	N	48	158	2	11.5	0.5	0.5	0.0	0.0	0.3	12.8
2	2018-01-01 00:16:09	2018-01-01 00:42:45	5	3.66	1	N	234	142	1	18.5	0.5	0.5	3.96	0.0	0.3	23.76
1	2018-01-01 00:16:10	2018-01-01 00:31:22	1	1.4	1	N	161	233	1	10.5	0.5	0.5	2.35	0.0	0.3	14.15
1	2018-01-01 00:16:10	2018-01-01 00:32:31	4	3.3	1	N	142	152	1	14.0	0.5	0.5	3.06	0.0	0.3	18.36
2	2018-01-01 00:16:10	2018-01-01 00:46:33	2	6.02	1	N	142	162	2	23.5	0.5	0.5	0.0	0.0	0.3	24.8
2	2018-01-01 00:16:10	2018-01-01 00:21:14	2	0.9	1	N	13	231	2	5.5	0.5	0.5	0.0	0.0	0.3	6.8
2	2018-01-01 00:16:10	2018-01-01 00:27:44	6	1.02	1	N	246	186	1	8.5	0.5	0.5	1.96	0.0	0.3	11.76
2	2018-01-01 00:16:10	2018-01-01 00:45:02	3	2.31	1	N	234	161	1	17.5	0.5	0.5	2.82	0.0	0.3	21.62
2	2018-01-01 00:16:11	2018-01-01 00:40:29	3	1.62	1	N	158	68	1	15.0	0.5	0.5	0.0	0.0	0.3	16.3
2	2018-01-01 00:16:11	2018-01-01 00:45:37	1	4.0	1	N	79	142	2	19.5	0.5	0.5	0.0	0.0	0.3	20.8
2	2018-01-01 00:16:11	2018-01-01 00:23:28	1	1.13	1	N	142	239	1	7.0	0.5	0.5	2.49	0.0	0.3	10.79
2	2018-01-01 00:16:11	2018-01-01 01:07:29	1	4.51	1	N	43	87	1	30.5	0.5	0.5	0.0	0.0	0.3	31.8
2	2018-01-01 00:16:11	2018-01-01 00:49:09	1	3.55	1	N	229	158	2	21.0	0.5	0.5	0.0	0.0	0.3	22.3
2	2018-01-01 00:16:11	2018-01-01 00:26:03	1	1.43	1	N	231	79	1	8.0	0.5	0.5	2.79	0.0	0.3	12.09
1	2018-01-01 00:16:11	2018-01-01 00:16:47	1	0.0	1	N	146	146	3	2.5	0.5	0.5	0.0	0.0	0.3	3.8
2	2018-01-01 00:16:11	2018-01-01 00:31:34	1	0.7	1	N	107	234	1	10.0	0.5	0.5	2.0	0.0	0.3	13.3
2	2018-01-01 00:16:11	2018-01-01 00:20:04	1	0.72	1	N	4	79	1	5.0	0.5	0.5	1.89	0.0	0.3	8.19
1	2018-01-01 00:16:11	2018-01-01 00:32:36	2	0.5	1	N	48	68	1	10.5	0.5	0.5	2.35	0.0	0.3	14.15
1	2018-01-01 00:16:11	2018-01-01 00:21:31	1	1.4	1	N	151	239	1	6.5	0.5	0.5	1.55	0.0	0.3	9.35
1	2018-01-01 00:16:12	2018-01-01 00:24:53	1	2.1	1	N	79	170	1	8.5	0.5	0.5	2.45	0.0	0.3	12.25
1	2018-01-01 00:16:12	2018-01-01 00:29:04	1	1.3	1	N	148	249	1	9.5	0.5	0.5	2.15	0.0	0.3	12.95
1	2018-01-01 00:16:13	2018-01-01 00:22:30	1	0.6	1	N	43	43	2	6.0	0.5	0.5	0.0	0.0	0.3	7.3
1	2018-01-01 00:16:13	2018-01-01 00:32:15	2	2.0	1	N	170	158	1	12.0	0.5	0.5	3.95	0.0	0.3	17.25
2	2018-01-01 00:16:13	2018-01-01 00:18:36	2	0.48	1	N	142	142	2	4.0	0.5	0.5	0.0	0.0	0.3	5.3
2	2018-01-01 00:16:13	2018-01-01 00:31:47	1	2.66	1	N	148	249	1	11.5	0.5	0.5	2.56	0.0	0.3	15.36
1	2018-01-01 00:16:13	2018-01-01 00:29:24	1	2.4	1	N	162	238	1	11.5	0.5	0.5	2.7	0.0	0.3	15.5
2	2018-01-01 00:16:13	2018-01-01 00:17:37	1	0.48	1	N	263	236	2	3.5	0.5	0.5	0.0	0.0	0.3	4.8
2	2018-01-01 00:16:13	2018-01-01 00:26:20	5	1.67	1	N	79	158	1	8.5	0.5	0.5	1.96	0.0	0.3	11.76
2	2018-01-01 00:16:13	2018-01-01 00:31:19	1	1.82	1	N	79	68	2	11.0	0.5	0.5	0.0	0.0	0.3	12.3
2	2018-01-01 00:16:14	2018-01-01 00:19:01	3	0.66	1	N	263	263	1	4.5	0.5	0.5	1.0	0.0	0.3	6.8
1	2018-01-01 00:16:14	2018-01-01 00:28:18	2	0.9	1	N	68	158	2	8.5	0.5	0.5	0.0	0.0	0.3	9.8
2	2018-01-01 00:16:14	2018-01-01 00:26:48	1	2.33	1	N	140	170	1	10.5	0.5	0.5	2.36	0.0	0.3	14.16
2	2018-01-01 00:16:14	2018-01-01 00:19:47	1	0.59	1	N	48	68	1	4.5	0.5	0.5	0.8	0.0	0.3	6.6
1	2018-01-01 00:16:14	2018-01-01 00:20:17	1	1.2	1	N	237	236	1	6.0	0.5	0.5	1.45	0.0	0.3	8.75
2	2018-01-01 00:16:15	2018-01-01 00:27:47	3	4.95	1	N	141	148	1	15.5	0.5	0.5	3.36	0.0	0.3	20.16
2	2018-01-01 00:16:15	2018-01-01 00:18:58	2	0.64	1	N	231	211	2	4.0	0.5	0.5	0.0	0.0	0.3	5.3
2	2018-01-01 00:16:16	2018-01-01 00:23:06	1	0.56	1	N	142	142	2	6.0	0.5	0.5	0.0	0.0	0.3	7.3
2	2018-01-01 00:16:16	2018-01-01 00:31:52	2	1.79	1	N	79	234	2	11.0	0.5	0.5	0.0	0.0	0.3	12.3
1	2018-01-01 00:16:16	2018-01-01 00:19:11	2	0.6	1	N	238	239	1	4.5	0.5	0.5	0.87	0.0	0.3	6.67
1	2018-01-01 00:16:16	2018-01-01 00:24:52	1	1.1	1	N	162	170	2	7.0	0.5	0.5	0.0	0.0	0.3	8.3
2	2018-01-01 00:16:16	2018-01-01 00:37:59	1	3.7	1	N	79	236	2	16.0	0.5	0.5	0.0	0.0	0.3	17.3
2	2018-01-01 00:16:17	2018-01-01 00:28:00	1	1.92	1	N	239	263	1	10.0	0.5	0.5	3.39	0.0	0.3	14.69
1	2018-01-01 00:16:17	2018-01-01 00:23:35	1	1.3	1	N	237	229	2	7.0	0.5	0.5	0.0	0.0	0.3	8.3
1	2018-01-01 00:16:17	2018-01-01 00:24:37	1	2.4	1	N	113	229	1	9.0	0.5	0.5	2.05	0.0	0.3	12.35
2	2018-01-01 00:16:18	2018-01-01 00:23:32	6	2.05	1	N	236	229	1	8.5	0.5	0.5	2.45	0.0	0.3	12.25
2	2018-01-01 00:16:18	2018-01-01 00:43:21	1	6.4	1	N	249	143	2	24.0	0.5	0.5	0.0	0.0	0.3	25.3
2	2018-01-01 00:16:18	2018-01-01 00:40:29	1	5.53	1	N	107	238	1	20.0	0.5	0.5	4.26	0.0	0.3	25.56
